N,T,p,umbral,chunk,TIME_mean,RSS_mean,TIME_dec_mean,desv_mean,desbalanceos_mean,TIME_std,RSS_std,TIME_dec_std,desv_std,desbalanceos_std,S_pred
100,2,10,100,50,3.9999999999999996e-05,1116.4,3.56e-05,0.0,0.0,2.054804667656325e-06,56.425368605107245,2.0110804171997813e-06,0.0,0.0,10
100,2,10,1000,1,4.26e-05,1096.0,3.7000000000000005e-05,1.976113769e-07,130.32112024018335,2.796823595120405e-06,53.79797600488537,2.5819888974716117e-06,2.0219707252169936e-07,30.72380530314067,10
100,2,10,1000,4,5.11e-05,1291.6,4.63e-05,2.270564437e-07,49.73500379137016,3.588701405491655e-05,605.2582919712872,3.584550180985056e-05,2.7314561738178774e-08,4.991441225146043,10
100,2,10,1000,10,3.9999999999999996e-05,1129.6,3.54e-05,0.0,0.0,2.8674417556808754e-06,55.65608681896347,2.8362729848243533e-06,0.0,0.0,10
100,2,10,1000,50,4.17e-05,1102.4,3.71e-05,0.0,0.0,2.584139659108574e-06,59.90214242134138,2.4698178070456927e-06,0.0,0.0,10
100,4,10,10,1,7.92e-05,1121.2,7.13e-05,1.382024528e-07,123.19962171565808,2.4855135843076325e-06,67.48958767428087,2.4966644414765355e-06,7.846458078107497e-09,6.993112493717163,0
100,4,10,10,4,7.42e-05,1103.2,6.92e-05,2.186745405e-07,49.916419317994325,3.0477678535099897e-06,52.62192192106505,3.326659986633238e-06,3.161486182066182e-08,5.53099831800555,0
100,4,10,10,10,7.85e-05,1122.4,7.4e-05,0.0,0.0,4.116363011742824e-06,42.04547802347147,4.055175020198813e-06,0.0,0.0,10
100,4,10,10,50,7.85e-05,1116.0,7.42e-05,0.0,0.0,5.967504596656051e-06,56.881944020537446,5.846176338238335e-06,0.0,0.0,10
100,4,10,25,1,8.09e-05,1108.8,7.329999999999999e-05,1.331607053e-07,118.20586100905203,2.233582075700129e-06,41.087440633091006,2.213594362117864e-06,7.991802459336373e-09,5.382659630924582,0
100,4,10,25,4,7.55e-05,1091.2,7.06e-05,2.158340066e-07,49.87015972627572,3.439961240091717e-06,62.219682487850164,3.3065591380365978e-06,1.853730981283276e-08,2.995525062734423,0
100,4,10,25,10,7.77e-05,1110.0,7.35e-05,0.0,0.0,2.90784379834192e-06,59.516570988441714,2.990726407487727e-06,0.0,0.0,10
100,4,10,25,50,7.91e-05,1089.6,7.48e-05,0.0,0.0,2.2827858224351907e-06,54.948865118196736,2.4404006956964166e-06,0.0,0.0,10
100,4,10,50,1,8.18e-05,1083.6,7.44e-05,1.364538754e-07,114.74382403360114,2.043961295567453e-06,67.15686446257332,2.1186998109427605e-06,1.1289817437324186e-08,6.74090921636257,0
100,4,10,50,4,9.89e-05,1285.2,9.38e-05,2.142507583e-07,48.20207134829755,6.646210281890809e-05,612.5590765160714,6.650446935691198e-05,2.3447483345480476e-08,4.87595815677446,7
100,4,10,50,10,9.25e-05,1297.2,8.779999999999999e-05,0.0,0.0,5.05596457441879e-05,606.7298135633905,5.076481721297405e-05,0.0,0.0,10
100,4,10,50,50,7.64e-05,1096.4,7.19e-05,0.0,0.0,2.875181153713044e-06,44.159307563009236,3.071373199943851e-06,0.0,0.0,10
100,4,10,100,1,8.01e-05,1104.4,7.24e-05,1.32784886e-07,114.05907375340637,3.665151201974258e-06,61.05589424635612,3.7771241264574116e-06,7.582830210287726e-09,6.7185880394406245,0
100,4,10,100,4,7.65e-05,1123.2,7.19e-05,2.120155841e-07,49.223512024333814,2.953340857778227e-06,60.36334428552922,2.8460498941515417e-06,1.812300687936085e-08,3.032103989879412,10
100,4,10,100,10,7.549999999999999e-05,1122.4,7.1e-05,0.0,0.0,1.080123449734646e-06,52.83769698068058,9.428090415820656e-07,0.0,0.0,10
100,4,10,100,50,7.64e-05,1122.0,7.219999999999999e-05,0.0,0.0,3.596294389136316e-06,29.287843515318396,3.521363372331803e-06,0.0,0.0,10
100,4,10,1000,1,7.84e-05,1134.4,7.34e-05,1.398455668e-07,120.63479453764745,2.4585451886114374e-06,50.63858871124536,2.458545188611436e-06,7.88020092376292e-09,6.738174812775173,10
100,4,10,1000,4,7.68e-05,1103.6,7.23e-05,2.1532177919999998e-07,49.242644173539624,2.8205594401741584e-06,67.867845438355,2.7507574714370347e-06,2.4528953686263727e-08,5.331575250163239,10
100,4,10,1000,10,7.62e-05,1097.2,7.21e-05,0.0,0.0,1.2292725943057206e-06,53.898670360841614,1.3703203194062962e-06,0.0,0.0,10
100,4,10,1000,50,7.84e-05,1102.0,7.38e-05,0.0,0.0,2.8751811537130448e-06,67.78397057318689,2.4855135843076313e-06,0.0,0.0,10
100,6,10,10,1,0.000112,1110.8,0.0001039,1.324962411e-07,111.58230459111016,3.265986323710903e-06,72.19849182789224,3.142893217686178e-06,8.969427437000702e-09,6.846479054183688,0
100,6,10,10,4,0.0001091,1109.6,0.0001038,3.154855221e-07,53.129458575900784,3.212821536005733e-06,59.42539674060055,3.1552425509864637e-06,2.920597047813563e-07,11.48542434517511,0
100,6,10,10,10,0.0001081,1134.8,0.000103,0.0,0.0,3.984692933938294e-06,58.84971443336738,4.02768199119819e-06,0.0,0.0,10
100,6,10,10,50,0.0001078,1122.4,0.000103,0.0,0.0,3.084008934992103e-06,51.19722214686609,3.162277660168381e-06,0.0,0.0,10
100,6,10,25,1,0.0042702,1153.2,0.0032553,1.376900725e-07,120.20674057525801,0.013144112875690351,33.362653771345386,0.009960718270062435,9.079231916144027e-09,9.787372431658783,0
100,6,10,25,4,0.0001101,1116.8,0.0001043,2.215616404e-07,50.297117303825296,3.381321240777534e-06,76.56631112963456,3.301514803843835e-06,1.8801288706185112e-08,2.8992531369349854,0
100,6,10,25,10,0.0001091,1122.8,0.000104,0.0,0.0,3.314949304120485e-06,51.74467229687624,3.366501646120692e-06,0.0,0.0,10
100,6,10,25,50,0.0001066,1127.6,0.0001012,0.0,0.0,4.247875285886398e-06,70.33759860684596,4.0770359603788415e-06,0.0,0.0,10
100,6,10,50,1,0.000112,1084.4,0.00010400000000000001,1.359155227e-07,115.01679999632121,2.7487370837451065e-06,61.4911014339112,2.3094010767585023e-06,1.4332522552524485e-08,8.178423508833303,0
100,6,10,50,4,0.0001088,1117.2,0.0001035,2.317130564e-07,51.78474876264062,3.852848873813306e-06,56.00158727909217,3.4721111093332792e-06,3.2040294043902554e-08,4.5533597365818865,3
100,6,10,50,10,0.0001086,1109.6,0.0001039,0.0,0.0,4.060651288757615e-06,39.964428627913044,4.067486256208427e-06,0.0,0.0,10
100,6,10,50,50,0.00011119999999999999,1095.6,0.0001059,0.0,0.0,4.2895221179054425e-06,68.90766769138733,4.383048152953731e-06,0.0,0.0,10
100,6,10,100,1,0.0031422,1109.2,0.0021267,1.383387316e-07,116.98025642695488,0.00957636151967727,66.56124998826269,0.006390718392064124,7.353916892172065e-09,5.752121720806233,0
100,6,10,100,4,0.0001075,1096.8,0.0001024,2.218876034e-07,49.93223446063113,1.2692955176439848e-06,76.79814812582107,1.4298407059684772e-06,1.877236928112111e-08,2.945295763727321,10
100,6,10,100,10,0.0031584,1110.0,0.0021455000000000003,0.0,0.0,0.009643753144451133,40.099875311526844,0.006457899335955411,0.0,0.0,10
100,6,10,100,50,0.0001081,1104.0,0.0001031,0.0,0.0,3.9001424475410004e-06,43.49201714746691,4.22821212544709e-06,0.0,0.0,10
100,6,10,1000,1,0.00011,1122.0,0.0001047,1.35806272e-07,114.90036767564555,4.7842333648024385e-06,42.71871824960212,4.69160005873381e-06,7.562608718120724e-09,5.2870253349864536,10
100,6,10,1000,4,0.0001088,1122.4,0.0001042,2.11969018e-07,49.57316728083117,4.211096452627668e-06,42.71663740407373,4.263540521418527e-06,2.1936990679990245e-08,3.975947013141331,10
100,6,10,1000,10,0.0001077,1148.4,0.0001028,0.0,0.0,2.3118054512532946e-06,44.27991769539676,2.529822128134703e-06,0.0,0.0,10
100,6,10,1000,50,0.0001074,1116.4,0.0001028,0.0,0.0,2.5473297566057074e-06,70.74084157448699,2.440400695696417e-06,0.0,0.0,10
100,8,10,10,1,0.0001438,1102.8,0.0001352,1.376002011e-07,117.94817153673783,4.541169697580371e-06,68.4572859526289,4.237399621885523e-06,1.1913449123290277e-08,7.069842203797996,0
100,8,10,10,4,0.0001377,1116.8,0.0001316,2.203043549e-07,51.3584695603997,3.3349995835415388e-06,55.451279917098795,3.0983866769659367e-06,1.436179072628656e-08,3.3664519995176208,0
100,8,10,10,10,0.0031655999999999998,1122.4,0.0021526,0.0,0.0,0.009556896918514456,42.04547802347147,0.006370727626330362,0.0,0.0,10
100,8,10,10,50,0.0001395,1109.6,0.0001342,0.0,0.0,4.904646323187385e-06,49.50241296026779,5.072803301265813e-06,0.0,0.0,10
100,8,10,25,1,0.0001475,1122.8,0.0001388,1.327819125e-07,116.75836191969306,1.1472188592902011e-05,41.35698248180106,1.099292701897199e-05,7.451838889826566e-09,7.905352775379461,0
100,8,10,25,4,0.0031680000000000002,1090.0,0.0021544,2.13738531e-07,48.29308474800888,0.009580999657887711,62.00358412579425,0.006392932542181943,2.277671377367415e-08,5.046066666184063,0
100,8,10,25,10,0.0001393,1141.6,0.00013450000000000002,0.0,0.0,9.684466370889462e-06,42.71663740407373,9.571369343574156e-06,0.0,0.0,10
100,8,10,25,50,0.0001601,1306.0,0.0001548,0.0,0.0,6.695512593438152e-05,601.8704179472521,6.669299480121997e-05,0.0,0.0,10
100,8,10,50,1,0.0001587,1307.2,0.0001502,1.34146665e-07,117.34055614572755,5.609327549319575e-05,561.6002532446406,5.58804278994195e-05,1.2134148589303459e-08,9.29687193832723,0
100,8,10,50,4,0.0001397,1136.0,0.0001342,2.176035195e-07,50.06506285294552,3.267686915507327e-06,41.48359782961079,3.359894178227768e-06,1.6638370303125906e-08,4.071793872987404,6
100,8,10,50,10,0.000156,1288.0,0.0001506,0.0,0.0,6.0127642007094645e-05,570.3051814598917,6.026460173453587e-05,0.0,0.0,10
100,8,10,50,50,0.0001387,1116.4,0.0001334,0.0,0.0,3.433495141818156e-06,57.42473334722592,3.6878177829171508e-06,0.0,0.0,10
100,8,10,100,1,0.0001428,1128.4,0.0001337,1.307068112e-07,113.46046002845549,4.1041983924323685e-06,47.57029885688478,4.0838435055444714e-06,1.043305772166025e-08,8.015698815573513,0
100,8,10,100,4,0.000138,1116.8,0.00013240000000000002,2.246815711e-07,51.744873026917766,2.3094010767585006e-06,63.57637576612523,2.2705848487901877e-06,2.8639115512009638e-08,5.37607031518937,10
100,8,10,100,10,0.0001445,1123.2,0.000139,0.0,0.0,8.303279138054105e-06,43.36101679824607,8.2192186706253e-06,0.0,0.0,10
100,8,10,100,50,0.0001386,1122.4,0.0001327,0.0,0.0,2.875181153713044e-06,59.42539674060055,2.9078437983419203e-06,0.0,0.0,10
100,8,10,1000,1,0.0001383,1128.4,0.0001325,1.319802786e-07,114.6146020608181,3.2676869155073238e-06,56.83347996071017,3.3082388735465334e-06,7.469188589526325e-09,8.213869859533672,10
100,8,10,1000,4,0.0001381,1103.2,0.0001326,2.113636584e-07,47.506329332786514,2.806737924669453e-06,61.124281409091246,2.5033311140691474e-06,1.759469941643984e-08,4.3723275280771965,10
100,8,10,1000,10,0.0001381,1128.8,0.0001331,0.0,0.0,2.233582075700125e-06,46.29566814388673,2.131770260709264e-06,0.0,0.0,10
100,8,10,1000,50,0.0001372,1123.2,0.0001319,0.0,0.0,3.7058512292499433e-06,42.69998698932927,3.5418137224372e-06,0.0,0.0,10
100,16,10,10,1,0.068923,1091.2,0.0535889,1.689923511e-07,127.92483658341092,0.030017895010957862,54.41568401358809,0.02166987445202825,4.129860262265889e-08,16.881415992399326,0
100,16,10,10,4,0.0728237,1140.8,0.0554534,3.162305802e-07,56.731285215106745,0.019893387025452566,60.18637719617289,0.013173686029354122,5.8261425226380746e-08,4.689269829304051,0
100,16,10,10,10,0.0678596,1268.8,0.0536435,0.0,0.0,0.024146381404536236,574.8160671998575,0.018432880785584103,0.0,0.0,10
100,16,10,10,50,0.0661505,1135.6,0.053023299999999995,0.0,0.0,0.017359409803395457,50.295128988799696,0.013555394137882279,0.0,0.0,10
100,16,10,25,1,0.0728023,1495.2,0.055948,2.259677155e-07,146.70174281315448,0.023102671995776685,787.1158039887707,0.016917796704456915,7.618934971853734e-08,19.439174887075236,0
100,16,10,25,4,0.0620102,1128.4,0.0485594,2.090819178e-07,48.013346903904456,0.01753794252977748,56.33076917241194,0.015961015598430238,1.8588902008050867e-08,3.6137688646701087,0
100,16,10,25,10,0.0598906,1096.8,0.050711400000000004,0.0,0.0,0.010467905310997037,62.04801008538111,0.009878773014229382,0.0,0.0,10
100,16,10,25,50,0.0745195,1356.0,0.0564437,0.0,0.0,0.021716192787103974,494.9020105030894,0.01443479122775556,0.0,0.0,10
100,16,10,50,1,0.0542661,1096.0,0.0434545,2.39070118e-07,138.50141993266203,0.014712095306999007,69.0764471839393,0.0147223711348863,2.3262292398227691e-07,34.10799785942205,0
100,16,10,50,4,0.0465684,1115.6,0.0371865,2.309679985e-07,51.57353444049438,0.014400891872072061,64.34490396812063,0.014143175175877428,2.8564776653363247e-08,5.119907918047786,1
100,16,10,50,10,0.0465527,1109.2,0.0364615,0.0,0.0,0.012210168822656704,50.527880092743516,0.012254381984960863,0.0,0.0,10
100,16,10,50,50,0.051897200000000004,1450.8,0.0387909,0.0,0.0,0.02083442057856288,797.5162554943804,0.015005679905733474,0.0,0.0,10
100,16,10,100,1,0.0784318,1155.6,0.0574777,1.793519687e-07,133.02130658394668,0.03639577005581219,34.17341396791111,0.025862803461728583,4.0662560748037993e-08,14.323019511370397,0
100,16,10,100,4,0.0610894,1103.6,0.0471732,2.410262822e-07,52.484979103873485,0.017684069586934893,61.259375699651976,0.01158886963905933,3.733507927749635e-08,6.2507525577658,10
100,16,10,100,10,0.0448866,1220.0,0.034641,0.0,0.0,0.008999099056140132,381.03951384483884,0.008929999091700837,0.0,0.0,10
100,16,10,100,50,0.0467943,1127.6,0.0356968,0.0,0.0,0.010953178078124683,36.92394585872125,0.01162725315607928,0.0,0.0,10
100,16,10,1000,1,0.056873,1078.0,0.0458657,1.558015705e-07,126.15365149462507,0.01621597408593007,43.174066289845804,0.013465010146053858,5.4284948520413366e-08,19.972652646681308,10
100,16,10,1000,4,0.0761401,1135.2,0.0592865,3.20468098e-07,58.16274899224232,0.016803805332589267,41.087440633091006,0.010980184882576228,9.242038632339333e-08,7.039425504648104,10
100,16,10,1000,10,0.0667099,1102.8,0.0504672,0.0,0.0,0.020785515124453587,60.98597288630303,0.015979709577391504,0.0,0.0,10
100,16,10,1000,50,0.0440905,1286.4,0.0340014,0.0,0.0,0.002508964472092464,611.3655389553963,0.00251640101026137,0.0,0.0,10
1000,2,10,10,1,9.96e-05,1128.4,5.36e-05,4.5843279e-08,84.01934870852783,3.9214509786274e-06,35.99753077951628,2.756809750418045e-06,2.320862992680428e-09,4.211872780209401,0
1000,2,10,10,4,6.35e-05,1116.8,3.96e-05,1.07720581e-07,65.05069044047175,2.718251071716683e-06,47.13290900327617,2.9135697844549545e-06,1.503711969019624e-08,8.55293527608368,0
1000,2,10,10,10,6.02e-05,1129.2,3.97e-05,1.857175189e-07,50.871849782527114,3.552776691859793e-06,56.72702667649306,4.110960958218894e-06,1.3270688944183967e-08,3.506743947955229,0
1000,2,10,10,50,5.58e-05,1116.4,3.82e-05,2.589076758e-07,15.914718619099176,2.820559440174158e-06,57.42473334722592,2.6583202716502515e-06,5.7769532249581266e-08,3.2024834950510934,1
1000,2,10,25,1,9.72e-05,1110.4,5.16e-05,4.57757543e-08,84.45969992508569,2.9739610697593946e-06,40.93137888927977,2.988868236194652e-06,2.5737234269706535e-09,4.768241002159423,0
1000,2,10,25,4,6.51e-05,1116.8,4.1700000000000004e-05,1.740357761e-07,79.82340808836597,4.067486256208426e-06,62.67517672713638,4.217687623436436e-06,2.2926534784313678e-07,59.13993945395769,0
1000,2,10,25,10,5.92e-05,1102.8,3.92e-05,1.869054259e-07,51.016537258811056,2.0439612955674512e-06,42.91800968772382,2.043961295567452e-06,1.655616866347607e-08,4.128612716392,0
1000,2,10,25,50,5.79e-05,1077.6,4.07e-05,2.685468643e-07,16.46469434499064,3.665151201974256e-06,66.6453299189073,3.7133393177689656e-06,5.60786514117191e-08,3.232854800069905,10
1000,2,10,50,1,0.0001004,1122.8,5.46e-05,4.54199641e-08,83.13799969709538,3.77712412645741e-06,43.371265449219564,2.6749870196985183e-06,2.197444858722233e-09,4.485481031295801,0
1000,2,10,50,4,6.39e-05,1084.4,4.06e-05,1.026524796e-07,63.042668371023574,2.2335820757001256e-06,33.277286214139785,2.170509412813294e-06,1.0519546082042614e-08,5.6470762345676615,0
1000,2,10,50,10,5.89e-05,1110.8,3.94e-05,1.788527242e-07,49.234828622184466,2.7668674625929494e-06,72.59139832728883,2.2211108331943577e-06,1.4760851891169365e-08,4.5773751634323485,4
1000,2,10,50,50,5.73e-05,1109.2,3.98e-05,2.875458448e-07,17.440453504235975,3.5292429153510464e-06,65.26663261830913,2.820559440174157e-06,3.042102626820677e-08,1.9068227668651958,10
1000,2,10,100,1,8.54e-05,1109.6,5.34e-05,4.50139227e-08,82.22564214161505,2.3190036174568104e-06,73.54394000263456,2.1705094128132957e-06,3.5515400810965882e-09,6.253364257642115,10
1000,2,10,100,4,5.85e-05,1090.0,3.97e-05,1.061908087e-07,64.31705905305635,2.068278940998476e-06,68.95409100747153,2.1628170930011117e-06,9.399446161893393e-09,5.35167463982913,10
1000,2,10,100,10,5.74e-05,1083.6,3.94e-05,1.68897137e-07,47.01671141358662,3.3065591380365986e-06,68.41572268938705,3.204163957519446e-06,1.2965659216198027e-08,3.2522035090447363,10
1000,2,10,100,50,5.5599999999999996e-05,1116.0,3.81e-05,2.922024577e-07,17.79191727126638,2.2705848487901873e-06,36.854066562894005,2.1832697191750426e-06,3.310764783158151e-08,1.8278450710516374,10
1000,2,10,1000,1,8.56e-05,1109.6,5.36e-05,5.17301256e-08,90.47036547090015,3.565264521898918e-06,65.7861856488292,3.238655413730965e-06,2.0724285479778297e-08,26.3443679547197,10
1000,2,10,1000,4,5.92e-05,1102.8,4.07e-05,1.056182759e-07,63.66589613192214,3.5213633723318023e-06,31.442363496121313,3.5292429153510464e-06,7.558455877779613e-09,4.616715448966028,10
1000,2,10,1000,10,5.99e-05,1110.0,4.18e-05,1.698955429e-07,47.00817067162347,2.8848262031225074e-06,65.86855597830171,3.0110906108363242e-06,1.1490312176070468e-08,2.847165683620821,10
1000,2,10,1000,50,5.66e-05,1109.6,3.95e-05,2.7497299e-07,16.650230525829674,2.5033311140691457e-06,59.90214242134138,2.6352313834736496e-06,6.285306241562099e-08,3.40694916029275,10
1000,4,10,10,1,0.0001528,1313.6,0.0001072,4.49915319e-08,82.55818997757827,5.844997861419626e-05,558.012982724317,5.899491503511129e-05,3.5337568292690827e-09,5.423818402534915,0
1000,4,10,10,4,0.0001103,1304.4,9.449999999999999e-05,1.054814753e-07,63.20044317783975,5.652344646250792e-05,605.5666217133614,5.679642007497772e-05,8.092602754555656e-09,4.425526811721277,0
1000,4,10,10,10,8.91e-05,1096.8,7.61e-05,1.865492569e-07,50.66209575449592,2.9230881691191697e-06,34.29544835364859,3.0713731999438503e-06,9.523949789242646e-09,2.163413871362567,0
1000,4,10,10,50,8.52e-05,1104.0,7.36e-05,2.456363292e-07,15.155054245546546,2.5733678754158363e-06,31.326240331921948,2.2211108331943577e-06,4.240572703875041e-08,2.132308739716087,0
1000,4,10,25,1,0.0001342,1129.2,8.65e-05,4.50166879e-08,82.68337792993199,2.5733678754158354e-06,36.614508356964485,2.990726407487725e-06,3.0483262043830055e-09,5.266814262263791,0
1000,4,10,25,4,9.05e-05,1116.8,7.46e-05,1.040203464e-07,63.140356292647226,1.4337208778404385e-06,63.57637576612523,1.505545305418163e-06,8.38579354736997e-09,4.401816849782319,0
1000,4,10,25,10,8.74e-05,1116.8,7.500000000000001e-05,1.789412686e-07,49.5367284270498,1.646545204697127e-06,55.96189179551861,1.6329931618554539e-06,1.2076516392046962e-08,3.0344118074876887,0
1000,4,10,25,50,8.669999999999999e-05,1102.0,7.54e-05,2.607237548e-07,16.059767479375104,1.8885620632287056e-06,66.51315659326356,2.170509412813294e-06,3.261583468939349e-08,1.8035939049193688,10
1000,4,10,50,1,0.0001372,1108.8,8.97e-05,4.41343155e-08,81.02161721094143,8.390470785361215e-06,50.97450343063677,8.79456903119445e-06,2.353749865599252e-09,3.2016248128149702,0
1000,4,10,50,4,9.21e-05,1121.2,7.61e-05,1.0461971200000001e-07,63.62657051434584,3.6651512019742543e-06,52.83264983785017,3.6347092196090614e-06,4.577449948623336e-09,2.3952694250572266,0
1000,4,10,50,10,8.66e-05,1109.6,7.42e-05,1.745970643e-07,48.047134967060046,6.003702561290361e-06,59.42539674060055,5.0508525133002175e-06,7.957852528804054e-09,2.2007632590355763,7
1000,4,10,50,50,8.64e-05,1122.0,7.51e-05,2.598389982e-07,15.843758305274283,4.477102237434883e-06,51.198958322736736,4.201851443775181e-06,3.8595927230527134e-08,2.27366163307228,10
1000,4,10,100,1,0.0001059,1122.4,8.72e-05,4.61339608e-08,83.98870235554743,2.4244128727957575e-06,41.36342990291464,2.347575581554533e-06,2.2151994610555615e-09,4.032435152531491,10
1000,4,10,100,4,8.69e-05,1122.8,7.5e-05,1.031695851e-07,62.43635392924705,1.9119507199599985e-06,60.370706656641204,1.9436506316151e-06,5.681433036886546e-09,3.557976659093037,10
1000,4,10,100,10,8.64e-05,1116.4,7.49e-05,1.732160183e-07,47.79011921014948,2.412928142780514e-06,36.92394585872125,2.183269719175041e-06,1.486526903335258e-08,4.00314367614928,10
1000,4,10,100,50,8.49e-05,1122.0,7.36e-05,2.4549663050000003e-07,15.259368579121558,3.695342413844157e-06,52.839379254491625,3.306559138036599e-06,2.3868440703408062e-08,1.5520559654826545,10
1000,4,10,1000,1,0.0001059,1134.8,8.73e-05,4.52929272e-08,82.43515711153066,1.5238839267549925e-06,39.82405749739164,1.251665557034569e-06,2.2616549438200636e-09,4.041840753769245,10
1000,4,10,1000,4,8.9e-05,1084.4,7.72e-05,1.076316373e-07,65.1364263555511,2.7888667551135883e-06,54.10935429500358,3.011090610836323e-06,1.0210935651937159e-08,5.2644115304546295,10
1000,4,10,1000,10,8.48e-05,1110.0,7.36e-05,1.705273431e-07,47.598939667145295,3.645392830531283e-06,51.30302135352264,3.5652645218989187e-06,1.209858909353626e-08,2.550541887790177,10
1000,4,10,1000,50,8.52e-05,1129.2,7.4e-05,2.702232452e-07,16.63731418485066,3.6757463338907242e-06,55.7151485484673,3.829708431025353e-06,4.7704998169830273e-08,2.6392691118224443,10
1000,6,10,10,1,0.0078702,1661.2,0.0061535,4.4733966699999996e-08,82.34840383987653,0.016463066048987757,884.2403896377199,0.012727953630144602,2.7366121184757725e-09,5.203321277605683,0
1000,6,10,10,4,0.0245113,1287.2,0.0176574,1.020185893e-07,61.90678119922937,0.019753669937789056,568.7656811025082,0.013808696528717771,8.869502790916498e-09,4.983607702488449,0
1000,6,10,10,10,0.0001181,1091.2,0.0001077,1.829993796e-07,49.94761664732054,2.9981475762358486e-06,61.7608290099801,3.0203016773531456e-06,1.6512434400322414e-08,3.488991235036916,0
1000,6,10,10,50,0.0001158,1115.6,0.0001058,2.446118743e-07,15.192267603256562,3.0840089349921018e-06,36.779221186848304,3.0840089349921e-06,5.07108015908815e-08,3.0339602131593333,0
1000,6,10,25,1,0.0001834,1274.4,0.0001363,4.5054304300000004e-08,81.52746779814227,6.38769650708819e-05,574.5079440510616,6.319994725736195e-05,2.3482631585767604e-09,3.6801789548477335,0
1000,6,10,25,4,0.0001238,1090.4,0.0001088,1.019968191e-07,61.83878365562528,1.6865480854231352e-06,53.90361768935365,2.097617696340303e-06,5.174885117689803e-09,3.0974148296025166,0
1000,6,10,25,10,0.00013780000000000002,1307.6,0.0001273,2.295928089e-07,56.494111818480306,6.416437225335153e-05,563.07236558802,6.430491600353913e-05,1.855531802196625e-07,27.595590595137473,0
1000,6,10,25,50,0.0001327,1307.6,0.0001238,2.844259143e-07,17.441572149287474,5.9219084761586784e-05,563.5110567780469,5.954979242430471e-05,4.623370172213872e-08,2.6538760178300973,10
1000,6,10,50,1,0.0001653,1102.8,0.0001188,4.38181246e-08,80.26208790904963,2.359378449224845e-06,68.04051080871682,1.9321835661585927e-06,2.4147870867361378e-09,4.357249633629874,0
1000,6,10,50,4,0.0001402,1299.6,0.0001256,1.066156441e-07,65.27307945877592,6.15878775950809e-05,563.1860162405392,6.142782576143955e-05,7.441868216466186e-09,4.531906088728298,0
1000,6,10,50,10,0.0001364,1294.4,0.0001254,1.802306846e-07,50.082610267734886,5.734922260443757e-05,568.3072721297481,5.771038805006329e-05,1.5953635317201637e-08,4.148761746873341,4
