N,TIME_mean,RSS_mean,TIME_std,RSS_std
100,3.8e-06,1103.2,4.216370213557838e-07,61.124281409091246
1000,3.13e-05,1117.2,8.232726023485644e-07,64.4994401353824
10000,0.0005156999999999999,1110.0,1.1595018087283872e-06,73.23023055177873
100000,0.010837000000000001,1135.2,7.498147919468374e-06,41.77399510062051
500000,0.09775249999999999,1128.8,4.639025280762546e-05,48.10359191947682
1000000,0.2550356,1128.8,7.675820622071623e-05,47.508595713477646
5000000,2.422086,1097.6,0.00035635749840099947,44.269879401487216
10000000,6.435662500000001,1116.0,0.0003237901412265354,55.36143864540452
