N,T,p,chunk,TIME_mean,RSS_mean,TIME_dec_mean,TIME_std,RSS_std,TIME_dec_std,S_pred
100,4,10,0,0.0051885,1086.8,0.0026500000000000004,0.005854361266042037,62.05517258411618,0.002639855551603787,9
100,4,10,1,0.0001584,1312.8,0.00015319999999999998,6.369580485052022e-05,584.2002700748739,6.304108008098986e-05,10
100,4,10,4,0.00018779999999999998,1650.8,0.00018289999999999997,8.322099094178904e-05,907.405679212262,8.316843685490841e-05,10
100,4,10,10,0.0001379,1142.0,0.00013309999999999998,8.047774019358808e-06,52.12804747286564,8.10281158336756e-06,10
100,4,10,50,0.0001422,1128.0,0.00013739999999999998,4.5898438608156e-06,47.62818959864467,4.477102237434883e-06,10
100,6,10,0,0.0100394,1331.6,0.007037299999999999,0.009140619796636695,638.5245492539813,0.007530835397808724,10
100,6,10,1,0.0057618,1113.6,0.0047375,0.0042806963815611955,36.573214242119874,0.002621497250300548,9
100,6,10,4,0.007309399999999999,1471.6,0.0052802,0.003360379482538641,804.618777917703,0.002120659058982477,10
100,6,10,10,0.0053553,1126.4,0.004841099999999999,0.002008921106243625,38.83640903413531,0.0010205746148344297,9
100,6,10,50,0.018507599999999996,1296.4,0.0123579,0.013223399572979208,628.8004806331214,0.009358758090093412,7
100,8,10,0,0.027719100000000003,1299.6,0.0198254,0.01154227544916705,629.7835959897477,0.009118055277549289,5
100,8,10,1,0.0193832,1500.0,0.014863700000000002,0.01558403487048346,822.7174484596762,0.011381559833051589,6
100,8,10,4,0.014142300000000002,1531.2,0.009289200000000001,0.003308655015427132,817.9927736708789,0.003206118276046597,7
100,8,10,10,0.0131006,1106.8,0.0101411,0.0031340649925899393,65.53845351310092,0.0033994945196144806,8
100,8,10,50,0.013886099999999998,1538.8,0.0091521,0.003524404613232961,796.1039574773581,0.003783084234090251,5
1000,4,10,0,0.0001707,1302.4,0.00015869999999999998,6.500606809282414e-05,603.2834601854532,6.464956818623515e-05,10
1000,4,10,1,0.0016795999999999998,1119.6,0.0016665000000000002,0.004782256887007779,31.35176762693506,0.004779828012944957,9
1000,4,10,4,0.00016690000000000002,1107.2,0.00015439999999999999,5.7242175593408995e-06,48.10359191947682,5.891613625409521e-06,10
1000,4,10,10,0.00017150000000000002,1114.0,0.0001591,8.141116494546542e-06,56.76462121975467,8.4780763017195e-06,10
1000,4,10,50,0.00016629999999999998,1123.6,0.0001534,6.092800852007409e-06,49.33153149862672,6.0221812216726484e-06,10
1000,6,10,0,0.005421500000000001,1113.6,0.0040507,0.004061578326217531,46.807406821285596,0.0019979736985255834,8
1000,6,10,1,0.0097114,1317.6,0.0067221,0.00921966796461661,642.7778603668438,0.0034512892743952302,9
1000,6,10,4,0.0071577,1304.8,0.005499100000000001,0.0036324601106626836,629.2649680381072,0.002583473692961131,8
1000,6,10,10,0.0074412,1343.6,0.005915000000000001,0.003960329975028737,612.35414589925,0.0024649809104512125,9
1000,6,10,50,0.0056668000000000005,1126.0,0.005656,0.002231947221598217,58.21798118565546,0.002231463346476179,9
1000,8,10,0,0.0494112,1695.2,0.0329164,0.008241305597753037,932.3228816003367,0.004917296077226906,6
1000,8,10,1,0.037584,1703.2,0.0254512,0.013598784308410317,943.7378166984021,0.008594850316064589,5
1000,8,10,4,0.0196826,1904.4,0.013404500000000003,0.0066101513379884964,1003.1567064909539,0.00522645431647711,5
1000,8,10,10,0.026242200000000004,1333.2,0.0184929,0.014875441407456341,574.3620228856826,0.011317851665498282,6
1000,8,10,50,0.023664800000000003,1107.2,0.0171865,0.016912544783877638,40.696164165407254,0.011429218290076633,9
1000,16,10,0,0.05367440000000001,1887.6,0.0294968,0.018662159736869806,965.6932110032553,0.00818618802618166,5
