N,T,p,chunk,TIME_mean,RSS_mean,TIME_dec_mean,TIME_std,RSS_std,TIME_dec_std,S_pred
400,4,10,1,0.0840441,6991.6,0.0157511,0.01256097261317327,70.16045103111075,0.0010910848271330697,6
400,4,10,4,0.0885515,6954.4,0.015658199999999997,0.010910600067518436,87.74103309677228,0.0012431697658271239,3
400,4,10,10,0.076793,7220.8,0.011663899999999998,0.016070214801855567,612.0095859815705,0.005581189706903399,3
400,4,10,50,0.057980699999999996,7046.8,0.0050427,0.0025987215681732606,70.9065112195864,0.001972166606101579,8
400,6,10,0,0.048743800000000004,7432.0,0.006089499999999999,0.00561803899753088,836.6472773317718,0.004097897679162924,4
400,6,10,1,0.0480712,7236.4,0.0058842,0.0005588300874744193,653.5467678581065,0.00039585541692783625,2
400,6,10,4,0.047655,7191.6,0.005757400000000001,0.0018074937836069526,618.09298113903,0.0019148088503381567,1
400,6,10,10,0.04742819999999999,7227.2,0.0057263999999999995,0.0012252841665870357,677.437787221495,0.000937793414824869,1
400,6,10,50,0.0737361,7200.4,0.0170281,0.028886742416432718,685.6716415311341,0.012998300798779644,4
400,8,10,0,0.0492693,7427.6,0.009379599999999998,0.009386769685159117,850.218168080013,0.00719146115890227,7
400,8,10,1,0.08396650000000001,7615.6,0.0244952,0.024860667910264287,1019.8500107586627,0.012610405727898774,5
400,8,10,4,0.048642700000000004,7021.6,0.007452899999999998,0.008403560859672657,71.40992772561654,0.004308953532407195,3
400,8,10,10,0.0682009,7808.0,0.0179295,0.029257270881497703,1466.2156882411416,0.013662302386494012,4
400,8,10,50,0.0717034,8021.6,0.0214067,0.02622428580194744,1105.7027127075744,0.014684193770097756,8
400,16,10,0,0.06261779999999999,8441.2,0.0187938,0.006914623357622438,1387.8329070092616,0.005189288257769288,5
400,16,10,1,0.069963,8280.8,0.023495199999999997,0.019629836774099213,1081.6231424217135,0.008478905207107288,2
400,16,10,4,0.1023271,8106.8,0.0344578,0.031370196352766284,1382.294453275262,0.009363864180988531,3
400,16,10,10,0.07177879999999999,8147.2,0.024953299999999998,0.01731685777757873,1419.6385142391393,0.008147965909081577,3
400,16,10,50,0.08463959999999998,7804.4,0.0264464,0.0313664003821499,1048.9333418075505,0.011843781295590432,4
800,4,10,0,0.42196300000000003,19968.8,0.016936499999999997,0.014998389091276884,115.69769036396343,0.009164459543378552,7
800,4,10,1,0.4121950999999999,19976.4,0.0112847,0.0042981022285034885,90.24312839336977,0.0006793935285728492,9
800,4,10,4,0.4125997999999999,19924.8,0.0113779,0.004618534250411293,64.07773057432321,0.0006241914681320862,9
800,4,10,10,0.41571670000000005,19995.6,0.0115773,0.005703991566340963,110.24739855837365,1.000055554012434e-05,10
800,4,10,50,0.41219420000000007,19982.4,0.011380199999999998,0.003544159414523503,108.78235150979225,0.000649259886332122,9
800,6,10,0,0.33214679999999996,19956.8,0.019123,0.040706289606289484,173.14656604545564,0.011492598874444758,4
800,6,10,1,0.31352149999999995,20046.8,0.011487800000000003,0.002690723704796834,290.0301899994397,0.0014318801781030579,4
800,6,10,4,0.32202359999999997,19995.6,0.015177099999999999,0.01865616884691079,221.75421829884846,0.006628002505363973,5
800,6,10,10,0.3348256,20010.4,0.023262700000000004,0.020943276344556137,192.63967515661056,0.0024184501947413437,4
800,6,10,50,0.3519003,19999.2,0.0281649,0.021184449071324832,240.27243796250215,0.005055216809286115,4
800,8,10,0,0.2963382,19807.6,0.019470700000000004,0.038786261361466644,282.260399867451,0.008485520242677458,0
800,8,10,1,0.2674097,20242.0,0.0159159,0.005797389835089582,925.3760797042945,0.005240927896003829,3
800,8,10,4,0.26474309999999995,19922.8,0.0143593,0.003862927687935962,430.185696337446,0.003004082483332751,1
800,8,10,10,0.2796044,19704.8,0.018594,0.02094497486908655,90.36813597723481,0.00810251820937993,2
800,8,10,50,0.2731313,19659.6,0.019176400000000003,0.017366077341568347,88.7333082895031,0.008553442116741332,2
800,16,10,0,0.2385598,20015.6,0.0242925,0.028153113886586516,1098.2093708497584,0.007236751945605309,2
800,16,10,1,0.2725425,19865.6,0.0394487,0.053644646980021325,1236.4194901228125,0.010246545922624094,0
800,16,10,4,0.23867310000000003,19343.6,0.024160099999999997,0.016320731148178107,827.6777687535705,0.007337203970178286,1
800,16,10,10,0.2743767,19690.0,0.0358472,0.06372338633508982,829.3638793945903,0.015552573747704196,0
800,16,10,50,0.26028,19204.0,0.032751600000000006,0.04129147388182374,577.6919594385921,0.010324395028819417,0
1000,4,10,0,0.8830909,28846.4,0.026637200000000007,0.04041426641793713,133.7486863902263,0.00988871838454756,0
1000,4,10,1,0.8961418,28868.8,0.0185992,0.0166840189056607,69.89007241534539,5.0775759745944034e-05,0
1000,4,10,4,0.8321480000000001,28826.0,0.018518399999999997,0.025215494094791083,102.1937158320195,5.134025927303258e-05,0
1000,4,10,10,0.8316190999999999,28815.2,0.0184866,0.013343295182308692,81.81931312349182,3.525210789599797e-05,0
1000,4,10,50,0.8301758999999999,28824.0,0.0184906,0.01303764318723971,118.80890351970913,2.6746547025322498e-05,0
1000,6,10,0,0.6802310000000001,29038.0,0.0288975,0.05683850682220439,606.1352984276696,0.008012071853702318,4
1000,6,10,1,0.5974666000000001,28842.0,0.0184767,0.04147840729075524,80.9993141260399,0.009564143942060076,0
1000,6,10,4,0.5894064,28855.6,0.016400199999999997,0.007927106158267605,69.98285504321755,0.00347510657870134,0
1000,6,10,10,0.5876398,28850.4,0.015460399999999996,0.006884070643320144,67.6513940071534,0.0023603480534305386,0
1000,6,10,50,0.5900456,28853.6,0.0161501,0.009135479446154478,70.68427453590131,0.003358243272572399,2
1000,8,10,0,0.5165259,28434.0,0.0195133,0.04643433105520573,68.618105806299,0.004988305614133922,1
1000,8,10,1,0.5053551000000001,28415.2,0.020851100000000004,0.014308129083768339,76.49662301914597,0.007356303381001448,1
1000,8,10,4,0.528803,28431.6,0.0236721,0.07753029900912575,64.97726097985698,0.01170060922867789,0
1000,8,10,10,0.5359392999999999,28423.2,0.0259982,0.05498320862479541,51.0790237442599,0.011871350843288409,2
1000,8,10,50,0.5182126,28426.0,0.0215331,0.04013501790263016,56.482052213267025,0.008246031698136182,1
1000,16,10,0,0.45548220000000006,28227.2,0.029794699999999997,0.05500255272015411,95.75524354658948,0.011778316329877827,1
1000,16,10,1,0.4476774,28498.8,0.0286789,0.09733047199470016,646.4179590464499,0.008826507594865718,0
1000,16,10,4,0.43193479999999995,28412.8,0.030361400000000004,0.07030297472100468,639.8466482942091,0.011950598536382091,0
1000,16,10,10,0.4235156,28252.0,0.0236076,0.07185183634582114,111.90472137790553,0.00457441489154624,1
1000,16,10,50,0.4178007000000001,28500.0,0.0275245,0.02804294957164417,660.3810347906057,0.004733294606649087,1
1500,4,10,0,3.4339029000000005,58043.2,0.067203,0.41737150498152653,71.74770611896476,0.000719616873373913,0
1500,4,10,1,3.8928076000000003,58085.6,0.0689026,0.05714725575446878,72.61955659462538,0.0009556025673190024,0
1500,4,10,4,3.5981423000000006,58134.8,0.0674546,0.12490445698039233,129.9852983139931,0.0008095405006682646,0
1500,4,10,10,3.1007238999999998,58113.2,0.06652539999999998,0.3568039800897375,122.17364691290835,0.00035469617671717,0
1500,4,10,50,3.2505289,58079.2,0.06721590000000001,0.2864507969541289,178.02671459955417,0.0010104281215845504,0
1500,6,10,0,2.2507743999999996,57820.0,0.0650336,0.20959509242197866,77.99715094511822,0.012207483471670609,0
1500,6,10,1,1.9589668999999996,57998.0,0.0550199,0.01581285404311598,608.5385042140811,0.0015867266410233788,0
1500,6,10,4,1.9707443999999998,57812.4,0.05634549999999999,0.01914509665800736,60.64688322118825,0.000562232701922532,0
1500,6,10,10,1.9579688999999998,57830.8,0.055781800000000006,0.02207563576761596,74.76303305184395,0.0005199102059223525,0
1500,6,10,50,1.9820640999999999,57792.8,0.0557853,0.026686423133412917,65.01418648606199,0.001562127185745273,0
1500,8,10,0,1.5889323999999998,57750.4,0.047833600000000004,0.014884297491726735,77.8191635924097,0.00213369086587329,0
1500,8,10,1,1.9275241,57766.4,0.06832789999999998,0.16377647342606252,113.43838268710758,0.02869662657468063,1
1500,8,10,4,1.8462543000000005,57689.6,0.0579569,0.18666763487549498,87.55848838855596,0.009469803323664589,0
1500,8,10,10,1.6193382,57678.4,0.0469989,0.041143322678979966,69.13304403668175,0.0041649277558093506,0
1500,8,10,50,1.6421040000000002,57716.4,0.04811359999999999,0.13503230308995615,103.93929852456085,0.004158976882733434,0
1500,16,10,0,1.1891062,56805.6,0.044963600000000006,0.1486799220180347,81.43600077497803,0.009853725479341416,0
1500,16,10,1,1.1973503,57057.6,0.0455027,0.07119341717236065,681.8959190700913,0.008510839181107035,0
1500,16,10,4,1.1540186,56825.6,0.046025500000000004,0.08192192810258095,118.70710921329766,0.008596869782400776,2
1500,16,10,10,1.1735830000000003,57102.4,0.05550999999999999,0.12127308369680939,561.5666973348362,0.011395352112935247,1
1500,16,10,50,1.1257336,57044.4,0.0495221,0.10258958955978158,592.8835748554123,0.009379312749639794,0
