N,TIME_mean,RSS_mean,TIME_std,RSS_std
100,0.0022737,1674.4,2.3593784492248155e-06,52.262584874628786
200,0.0184799,2259.2,1.4003570973148347e-05,50.62454389369295
400,0.15244359999999998,5141.2,0.0007969229992079939,46.839679285361846
800,1.4143363,16177.2,0.01702770498693883,30.929310083191673
1000,2.8945817,23858.8,0.0601222020574208,41.827157578672626
1500,11.7433798,50236.4,1.45663308472921,33.43717159755658
