N,T,p,umbral,chunk,TIME_mean,RSS_mean,TIME_dec_mean,desv_mean,desbalanceos_mean,TIME_std,RSS_std,TIME_dec_std,desv_std,desbalanceos_std,S_pred
200,8,10,50,1,0.0031379,3054.0,0.0006854,5.5989413759e-06,55.65973727471945,0.0009660907997353733,84.24831023692866,0.0009714197170464817,1.0057307096345269e-06,7.002528407689629,0
200,8,10,50,4,0.0169449,3072.8,0.0108754,2.04972392175e-05,51.78860046688451,0.016210737356935852,96.73422926302308,0.0115400867144826,3.6853666927895895e-07,1.5328234332353474,1
200,8,10,50,10,0.018834,3307.6,0.0113512,4.6192109584799996e-05,46.711875777875775,0.017067899265385104,656.0716763010307,0.011597517577290217,1.286541467930463e-06,0.7311613668772168,10
200,8,10,50,50,0.017912400000000002,3099.6,0.0091976,0.0,0.0,0.015150207194769465,94.89081444832617,0.011671902531768807,0.0,0.0,10
200,16,10,10,1,0.0426014,3310.8,0.0301517,5.2508429037e-06,53.32312045973625,0.007416930290445861,673.1710695572774,0.007083910487074839,3.21547692498433e-08,0.25973047847801173,0
200,16,10,10,4,0.0020728,3065.6,0.0005307,2.0843852788e-05,52.160088722924066,3.3031298289147996e-05,88.82842387934669,1.782663425576711e-05,1.476016148456647e-06,2.158051777531603,0
200,16,10,10,10,0.0027401,3019.6,0.0005221,4.55174595118e-05,45.93476893820326,1.6210079169043854e-05,59.25312931258005,9.350579304691957e-06,1.3885805477352422e-06,1.1292703338154273,0
200,16,10,10,50,0.007299,3067.2,0.000519,0.0,0.0,5.297169055259607e-05,75.13661631395914,9.140872800534739e-06,0.0,0.0,10
200,16,10,25,1,0.0018046,3109.6,0.0005231,5.2615442173e-06,53.0797050116441,1.3467656729282104e-05,75.96958455709613,7.79529772790409e-06,1.0506234131886814e-07,0.523278361631344,0
200,16,10,25,4,0.0020585,3040.8,0.0005248,2.06501995707e-05,52.31998329144576,9.675283515799994e-06,79.28121537357454,8.350648677398266e-06,2.8405808974236283e-07,0.4447838239578788,0
200,16,10,25,10,0.0027336,3056.0,0.0005179,4.52559441329e-05,46.08168640021803,1.4728656874723266e-05,69.84427121978024,6.190494505467405e-06,2.5228923290200794e-07,0.2581701311631832,0
200,16,10,25,50,0.028459099999999998,3484.4,0.0151582,0.0,0.0,0.018453833497858018,855.5937769240209,0.012739682813075755,0.0,0.0,10
200,16,10,50,1,0.0405754,3261.6,0.0263471,5.2380106973e-06,53.11656032447403,0.016730400541130706,624.9912354941023,0.012210075706836002,9.002191742597692e-08,0.9063054581358785,0
200,16,10,50,4,0.0131877,3240.0,0.0086868,2.06748589717e-05,52.354880581996646,0.014061370954577018,628.0127387243033,0.010182508507784863,4.247784375696915e-07,0.6311394493951674,0
200,16,10,50,10,0.002787,3026.8,0.0005516,4.60918992759e-05,46.08817712816763,5.231528351150251e-05,79.12971067248452,3.277939732345441e-05,1.375326916901479e-06,1.2568393625807541,10
200,16,10,50,50,0.016445,3058.0,0.006946300000000001,0.0,0.0,0.014758251590212169,93.7182538842413,0.010464944551002435,0.0,0.0,10
400,2,10,10,1,0.0791133,5716.8,0.0016077,2.16091855309e-05,55.49758167067283,0.0011673050681900666,99.98755478113819,4.691600058733812e-06,7.078549033496672e-08,0.18545253559942873,0
400,2,10,10,4,0.08130369999999999,5703.6,0.001621,8.85058056656e-05,56.327694757709146,0.0015187637553103679,84.90412894030014,3.9132254386034675e-05,7.37090062629411e-06,3.06323891213085,0
400,2,10,10,10,0.0817206,5788.0,0.0016066000000000001,0.0002097148836808,53.921067560198374,0.0008691067189297786,86.86131986614576,4.647580015448889e-06,1.007195176823184e-06,0.1441542652888656,0
400,2,10,10,50,0.0867942,5733.2,0.0016094,0.0,0.0,0.0012778505216008457,94.99567241605155,5.9104427358137334e-06,0.0,0.0,10
400,2,10,25,1,0.0801942,5718.0,0.0016143,2.17149142329e-05,55.608339874403995,0.0008489342076326595,74.57732750493126,1.668698761177569e-05,2.472385408608893e-07,0.16600014801253463,0
400,2,10,25,4,0.0786247,5712.4,0.0016034,8.58588462801e-05,55.14490762552002,0.0009265898109615601,87.38064876033926,9.72053953692327e-06,2.921522218256585e-07,0.42325446904328534,0
400,2,10,25,10,0.0798873,5679.6,0.0016061,0.000209319536416,53.83739479449292,0.00028794407250174326,94.34593555397898,5.087020520675944e-06,8.484909391505228e-07,0.19365792725178982,0
400,2,10,25,50,0.0848624,5686.4,0.0016141999999999999,0.0,0.0,0.00046368384823186257,94.0392353104691,2.0740727513223267e-05,0.0,0.0,10
400,2,10,50,1,0.0833547,5708.8,0.0016363,2.18534600814e-05,55.50846146057695,0.0048758828271857025,92.37219398835465,4.2830544656302876e-05,4.4695258367185294e-07,0.24291760259237352,0
400,2,10,50,4,0.0816075,5676.0,0.0016137,8.62343483662e-05,55.34713495477615,0.0017739159600537264,86.92269873603531,6.2725150015320224e-06,3.9883488778079775e-07,0.1646295420448427,0
400,2,10,50,10,0.0814995,5697.6,0.0016086,0.0002099654991884,53.91479023020589,0.0014918391520387028,100.66799116126458,4.742245131674333e-06,9.150339627923754e-07,0.19473586227972994,0
400,2,10,50,50,0.0861192,5709.6,0.0016065,0.0,0.0,0.000812086174956547,80.44763652353139,6.536223850375894e-06,0.0,0.0,10
400,4,10,10,1,0.039812600000000004,5672.8,0.001668,2.17260387741e-05,55.694656888575295,0.0003074129325697135,76.98311503180422,3.856884177098859e-05,1.1382980707109939e-07,0.2643615681915455,0
400,4,10,10,4,0.0408535,5695.2,0.0016506,8.612214763530001e-05,55.30126988578883,0.00020393476625845018,84.11209451942356,4.4020197384585e-06,2.878578563738088e-07,0.18433522285082146,0
400,4,10,10,10,0.042552400000000004,5692.0,0.0016511,0.0002091733503712,53.72518376774581,0.0002770307644368117,84.03174003513989,5.279941077112308e-06,6.278629518499102e-07,0.1809979100919843,0
400,4,10,10,50,0.0534405,5705.6,0.0016482,0.0,0.0,0.000728210782977322,72.22680327351551,3.938414796731183e-06,0.0,0.0,10
400,4,10,25,1,0.0400494,5694.8,0.0016559,2.16791820415e-05,55.64457458524263,0.00031260774142685585,78.65649651773491,5.7047738293857556e-06,1.2454200260378998e-07,0.25784683981376233,0
400,4,10,25,4,0.0408382,5701.6,0.0016501,8.61012893792e-05,55.25071614983607,0.00019078015270637322,96.75995498598007,4.357624225296293e-06,1.8715921434510195e-07,0.21086848855582993,0
400,4,10,25,10,0.0423128,5705.6,0.0016486,0.0002091783125888,53.775694969782776,0.0001587253392919135,78.18382896169202,3.2386554137309754e-06,5.703010664678815e-07,0.15632838219138032,0
400,4,10,25,50,0.0535471,5684.8,0.001661,0.0,0.0,0.00048259263935078304,97.55773219540885,1.838477631085027e-05,0.0,0.0,10
400,4,10,50,1,0.0400924,5656.0,0.0016534,2.16224170845e-05,55.50569809792133,0.000800940585950184,64.7731082746193,4.67142614436132e-06,5.458512879665903e-08,0.1219095096538468,0
400,4,10,50,4,0.043246599999999996,5702.0,0.0037549000000000003,8.61084110112e-05,55.323390215114024,0.007126685721832958,87.37657962329875,0.006659090853028579,2.830261184757411e-07,0.15988540556360578,0
400,4,10,50,10,0.0426852,5683.6,0.0016559,0.0002094752065654,53.77641002156597,0.0003909594466039788,80.76192722371655,9.048634028281695e-06,1.619830559310027e-06,0.6204324333631049,0
400,4,10,50,50,0.0532391,5661.2,0.0016497999999999999,0.0,0.0,0.0005239432645281785,78.54340625836561,3.938414796731227e-06,0.0,0.0,10
400,6,10,10,1,0.0422629,5719.2,0.0110359,2.15986327146e-05,55.46023211299704,0.015826641466211332,93.1770119479883,0.00992015098955432,7.347532844322885e-08,0.12855291827823706,0
400,6,10,10,4,0.0310792,5716.0,0.0036973,8.60596879593e-05,55.31232635512738,0.009484103844503882,92.16410484685576,0.006383834654813673,1.9239510722573395e-07,0.09153381219795277,0
400,6,10,10,10,0.0302422,5664.0,0.0017039,0.0002104542723374,53.88101532403757,0.000266347642502551,71.50446761489025,2.355820215739924e-05,2.307016191941612e-06,0.18907130768476146,0
400,6,10,10,50,0.0435293,5746.0,0.0016825,0.0,0.0,0.00087426350591671,80.86751854456494,1.4485625058427156e-05,0.0,0.0,10
400,6,10,25,1,0.0272114,5726.4,0.0016784,2.1627817236600002e-05,55.54585357603904,0.00022221121083829698,87.84228290901066,4.599516882842752e-06,6.705539685640618e-08,0.1706751172683704,0
400,6,10,25,4,0.0279444,5723.2,0.0016731,8.61026967933e-05,55.272231439624846,0.00013536879666714604,89.99358001793486,5.23768396653841e-06,4.4048844269703184e-07,0.23683522069348176,0
400,6,10,25,10,0.0305148,5713.6,0.0017032,0.0002099256466143,53.862408728487296,0.0003230427560280876,91.99420271589582,9.818350166906884e-06,1.17224534811193e-06,0.17567501056355617,0
